GHGRP ID,Landfill ID,Landfill Name,State,Landfill Alias,Physical Address,City,County,Zip Code,Latitude,Longitude,Composting?,Ownership Type,Landfill Owner Organization(s),Landfill Operator Organization,Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Design Landfill Area (acres),Current Landfill Area (acres),Design Landfill Depth (feet),Current Landfill Depth (feet),Landfill Design Capacity (tons),Waste in Place (tons),Waste in Place Year,Annual Waste Acceptance Rate (tons per year),Annual Waste Acceptance Year,Does LF Recirculate Leachate?,Leachate Recirc Frequency (Past 10 Yrs),Permitted as RD&D LF?,LFG Generated (mmscfd),LFG Collection System In Place?,LFG Collected (mmscfd),LFG Collected Year,Percent Methane,Flares in Place?,Number of Flares,LFG Flared (mmscfd),LFG Flared Year,Number of Wells,GCCS Capacity (cfm),Passive Venting/Flaring?
1004486,1897,Vienna Junction Landfill,MI,Vienna Junction Industrial Park Landfill,6233 Hagman Road,Erie,Monroe,48133,41.7329,-83.50908,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1972,2029,Open,226,140.2,,,"24,431,605","22,787,483",2022,"450,908",2022,No,Not used,No,6.52,Yes,2.177,2022,44.8,Yes,1,2.177,2022,117,3000,No
1007720,2233,Waters Landfill,MI,"City Env. Services, Inc. of Waters",11375 Sherman Road,Frederic,Crawford,49733,44.855,-84.68,No,Private,WM,WM,1982,2216,Open,,103.5,,,"23,634,126","5,824,163",2022,"105,414",2022,Yes,Several times per year,No,1.43,Yes,0.579,2022,44.8,Yes,1,0.254,2022,34,2600,No
1005269,1889,Wayne Disposal LF,MI,Belleville #2,49350 N. I-94 Service Drive,Belleville,Wayne,48111,42.2201,-83.53,No,Private,"US Ecology, Inc.","US Ecology, Inc.",1976,1993,Closed,,255,,,,"1,000,000",,"89,232",,Unknown,Not used,No,1.93,Yes,0.555,2012,52.8,Yes,,,,180,525,No
1007831,1940,Westside Recycling and Disposal Facility,MI,Three Rivers,14094 M-60 West,Three Rivers,St. Joseph,49093,41.91555,-85.692,No,Private,WM,WM,1970,2100,Open,,81.2,,,"54,367,505","14,795,537",2022,"416,764",2022,No,Not used,No,2.808,Yes,1.795,2022,56.2,Yes,2,0.111,2022,195,7550,No
1003960,12203,Wexford County Landfill,MI,,990 US 131 North,Manton,Wexford,49663,44.3528,-85.3994,No,Private,GFL Environmental USA Inc.,,1977,2060,Open,452,33.2,,,"12,987,450","5,386,053",2022,"278,391",2022,No,Not used,No,1.799,Yes,0.683,2022,45.5,Yes,,0.683,2022,44,750,No
,2069,White Lake Landfill,MI,,3278 East Colby Road,Whitehall,Muskegon,49461,43.4098,-86.3187,No,Private,WM,WM,1969,1999,Closed,,,,60,,"2,300,000",,"93,000",,Unknown,Not used,No,,Yes,0.576,,46,Yes,,,,,,Unknown
1001993,1896,Whitefeather Landfill,MI,,2401 East Whitefeather Road,Pinconning,Bay,48650,43.8963,-83.9482,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1990,2029,Open,58,44.6,,66,"6,195,598","4,808,682",2022,"197,481",2022,No,Not used,No,1.726,Yes,0.944,2022,51.4,Yes,2,0.035,2022,74,2448,No
1013315,21146,Wood Island Waste Management Inc.,MI,,E10081 M-28 East,Wetmore,Alger,49895,46.37663,-86.59535,No,Private,GFL Environmental USA Inc.,Great American Disposal,1992,2044,Open,163.5,,,,"3,093,316","1,817,200",2022,"56,591",2022,No,Occasionally but not every year,No,,No,,,,Unknown,,,,,,Yes
1003582,1912,Woodland Meadows Landfill,MI,Van Buren; North; South,"5900 Hannan Road
39900 Van Born Road (Canton)",Wayne,Wayne,48184,42.2652,-83.4315,No,Private,WM,WM,1975,2040,Open,283,,182,,"132,430,130","66,427,650",2022,"3,953,108",2022,No,Not used,No,14.392,Yes,12.029,2022,55.7,Yes,6,4.286,2022,274,19680,No
,808,Albert Lea Landfill,MN,,22590 740th Avenue,Albert Lea,Freeborn,56007,43.682,-93.38,No,Public,Minnesota Pollution Control Agency,Albert Lea Landfill,1965,1993,Closed,27,26,50,50,"1,060,161","1,060,161",1993,"30,494",,Unknown,Not used,No,,Yes,0.112,2019,40,Yes,,0.112,2019,31,,Unknown
1011466,809,Anoka-Ramsey Sanitary LF,MN,,14730 Sunfish Lake Boulevard NW,Ramsey,Anoka,55303,45.2393,-93.4293,No,Public,Minnesota Pollution Control Agency,Minnesota Pollution Control Agency,1967,1993,Closed,64,,110,,"3,078,526","3,078,526",1993,"118,405",1993,No,Not used,No,,Yes,0.076,2022,40.9,Yes,1,0.076,2022,43,225,No
,2147,Becker County SLF,MN,,24413 County Road 144,Detroit Lakes,Becker,56501,46.859,-95.8912,Yes,Unknown,,,1972,1990,Closed,,33,,,,"420,000",,,,Unknown,Not used,No,,Yes,0.08,,33,Yes,,0.08,,,,Unknown
1005032,810,Blue Earth County/Ponderosa Sanitary Landfill,MN,Ponderosa LF,20028 Gooseberry Lane,Mankato,Blue Earth,56001,44.123,-94.093,No,Public,"Blue Earth County, MN",,1973,2036,Open,67,38.1,,,"2,470,960","1,952,132",2022,"57,837",2022,No,Not used,No,0.709,Yes,0.217,2022,36.8,Yes,,0.217,2022,12,793,No
,811,Brown County SLF,MN,,21933 County Road 11,Sleepy Eye,Brown,56085,44.281,-94.597,No,Public,,"Brown County Courthouse, MN",1980,2036,Open,,,,,,"480,000",2001,"14,659",,Unknown,Not used,No,,No,,,,No,,,,,,Yes
1007743,812,Burnsville SLF,MN,Burnsville-Kraemer LF,2650 West Cliff Road,Burnsville,Dakota,55337,44.782,-93.319,Yes,Private,WM,WM,1962,2095,Open,,170.8,,79,"38,720,377","15,522,229",2022,"198,364",2022,No,Not used,No,,Yes,3.195,2022,50.5,Yes,1,3.195,2022,126,3000,No
,813,Clay County SLF,MN,,3301 190th Street South,Hawley,Clay,56549,46.8357,-96.412,No,Public,"Clay County, MN","Clay County, MN",1972,2055,Open,182,40,,,,,,"38,542",2020,Yes,Occasionally but not every year,No,,Yes,0.115,2020,,Yes,,0.115,2020,6,,Yes
,21137,Cottonwood County Sanitary Landfill,MN,,43979 County Highway 22,Windom,Cottonwood,56101,43.947337,-95.203222,No,Public,"Cottonwood County, MN",,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,Unknown
1004863,814,Crow Wing County SLF,MN,,"15728 State Highway 210
6 miles NE of Brainerd",Brainerd,Crow Wing,56401,46.4305,-94.0683,No,Public,"Crow Wing County, MN","Crow Wing County, MN",1974,2025,Open,22.5,,,,,"1,838,511",2022,"54,794",2022,Yes,Several times per year,No,,Yes,0.103,2022,42.9,Yes,1,0.094,2021,28,1350,Yes
1005860,815,East Central SLF (ECSWC),MN,Kanabec SLF,1756 180th Avenue,Mora,Kanabec,55051,45.84607,-93.35722,No,Public,East Central Solid Waste Comm.,East Central Solid Waste Comm.,1970,2025,Open,,28.3,182,80,"3,006,874","2,738,704",2022,"113,768",2022,Yes,Occasionally but not every year,No,1.09,Yes,0.569,2022,47.1,Yes,,0.171,2021,32,700,No
1007672,816,Elk River SLF Inc.,MN,,22460 Hwy 169 NW,Elk River,Sherburne,55330,45.37721,-93.56445,Yes,Private,WM,WM,1972,2044,Open,139,119.5,,,"23,660,345","14,463,567",2022,"487,664",2022,No,Not used,No,3.76,Yes,2.019,2022,45.4,Yes,2,0.72,2022,104,3000,No
1004308,826,Flying Cloud SLF,MN,,9813 Flying Cloud Drive,Eden Prairie,Hennepin,55347,44.82596,-93.447972,No,Private,Minnesota Pollution Control Agency,Minnesota Pollution Control Agency,1970,1988,Closed,106,105,,,"5,760,562","5,760,562",1988,"303,188",1988,No,Not used,No,0.733,Yes,0.617,2022,44.2,Yes,,0.617,2022,55,1000,No
,804,Freeway Landfill,MN,,1001 Blackdog Road W.,Burnsville,Dakota,55337,44.7983,-93.2926,No,Private,,Freeway Landfill,1969,1990,Closed,138,132,,30,,"3,000,000",,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,2228,Hopkins SLF,MN,,At end of 7th Street S,Hopkins,Hennepin,,44.911,-93.42,No,Unknown,,,1971,1980,Closed,,26,,,,"1,500,000",,,,Unknown,Not used,No,,Yes,0.1,,29,Yes,,0.1,,,,Unknown
,818,Kandiyohi County SLF,MN,,15650 Hwy 71 NE,New London,Kandiyohi,56273,45.275,-95.0092,Yes,Public,"Kandiyohi County, MN","Kandiyohi County, MN",1969,2054,Open,80,,,,,"1,300,000",2003,"27,000",2003,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,21202,Lindenfelser Landfill,MN,,1890 Kadler Avenue NE,St. Michael,Wright,55376,45.178266,-93.685851,No,Public,Minnesota Pollution Control Agency,,,,Closed,,,,,,,,,,Unknown,Not used,No,,Yes,0.1,2013,35,Yes,,0.1,2013,,,Unknown
1005549,805,Louisville Landfill,MN,,3698 130th Street W,Shakopee,Scott,55379,44.763,-93.59,No,Public,Minnesota Pollution Control Agency,Louisville Landfill,1971,1990,Closed,57,53,,,"2,200,000","2,200,000",,"245,960",,Unknown,Not used,No,0.514,Yes,0.397,2012,40.8,Yes,,0.397,2012,23,750,No
1005280,819,Lyon County SLF,MN,,"2025 220th Avenue
8 mi SW of Marshall off of Hwy 23",Lynd,Lyon,56157,44.347,-95.9,No,Public,"Lyon County, MN",Lyon County SLF,1971,2085,Open,,48,,,"2,359,523","1,860,822",2022,"59,178",2022,Yes,Several times per year,No,0.665,Yes,0.209,2022,48.5,Yes,,0.209,2022,42,750,No
,21138,Mar-Kit Sanitary Landfill,MN,Anderson-Kittson Sanitary Landfill,2650 290th Avenue,Hallock,Kittson,56728,48.783308,-96.816449,No,Public,"Kittson County, MN; Marshall County, MN",,1972,,Open,90,,,,,,,,,Unknown,Not used,No,,No,,,,Unknown,,,,,,Yes
1004060,20706,Morrison County Landfill,MN,,"17502 Iris Road
County Road 35",Little Falls,Morrison,56345,45.9337,-94.303,No,Public,"Morrison County, MN",,1971,2052,Open,,38.8,,,"2,574,268","1,491,792",2020,"37,837",2020,Yes,Several times per year,No,0.424,Yes,0.13,2020,48.1,Yes,1,0.13,2018,14,200,Yes
,21139,Nobles County Landfill Inc.,MN,,24777 220th Street,Rushmore,Nobles,56168,43.672715,-95.756084,No,Public,"Nobles County, MN",Schaap Sanitation,1970,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,Unknown
1006033,2149,Olmsted County/Kalmar LF,MN,,7401 19th Street NW,Rochester,Olmsted,55901,44.046,-92.588,No,Public,Olmsted County,Olmsted County,1990,2065,Open,,8,,,"861,404","512,703",2022,1,2022,No,Not used,No,0.286,No,,,,No,,,,,,Yes
1002059,820,Pine Bend Landfill,MN,Pine Bend Sanitary Landfill (PBSL),2495 East 117th Street,Inver Grove Heights,Dakota,55077,44.77917,-93.05711,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1971,2027,Open,192,187.4,,96,"26,951,095","23,643,945",2022,"562,918",2022,No,Not used,No,6.53,Yes,3.339,2022,50.6,Yes,1,2.026,2022,233,7200,No
,821,Polk County SLF,MN,,"15764 270th Street SW
East of Crookston",Crookston,Polk,56716,47.7777,-96.3836,No,Public,,Polk County Solid Waste Resource Recovery,1975,,Open,,,,,,"600,000",2003,"22,434",,Unknown,Not used,No,,Yes,,,50,No,,,,,,Unknown
1005335,822,Rice County SLF,MN,,3800 East 145th Street,Dundas,Rice,55019,44.3777,-93.2266,No,Public,"Rice County Waste Management, MN","Rice County Waste Management, MN",1973,2037,Open,,68.1,,,"2,712,907","1,816,682",2022,"45,127",2022,No,Not used,No,0.642,No,,,,No,,,,,,Yes
1001843,817,Rolling Hills Landfill Inc.,MN,"Yonak SLF; Forest City Road LF; FCR Landfill, Inc.; Veolia ES Rolling Hills Landfill, Inc.",175 County Road 37 NE,Buffalo,Wright,55313,45.244,-93.888,Yes,Private,Lakeshore Recycling Systems (LRS),,1965,1999,Closed,,72.8,,,"8,171,824",,,"389,428",1999,No,Not used,No,0.842,Yes,0.741,2020,29.9,Yes,,0.741,2020,66,2200,No
,806,Roseau County LF,MN,Salol,31660 County Road #13,Salol,Roseau,56756,48.85,-95.535,No,Public,"Roseau County, MN",,1973,1994,Closed,95,30,,,,"1,439,112",,"34,876",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1007742,1993,Spruce Ridge Landfill,MN,Spruce Ridge Resource Mgmt Facility,12755 137th Street,Glencoe,McLeod,55336,44.81586,-94.24837,No,Private,WM,WM,1973,2113,Open,,93.3,,80,"24,093,884","8,507,763",2022,"180,901",2022,No,Not used,Yes,2.02,Yes,1.243,2022,53.2,Yes,1,0.077,2022,65,2820,No
,2148,St. Augusta SLF,MN,,"East of I-94, West of Railroad",St. Cloud,Stearns,,,,No,Unknown,,,1966,1982,Closed,,,,,,,,,,Unknown,Not used,No,,Yes,0.16,,36,Yes,,0.16,,,,Unknown
,21140,St. Louis County Regional Landfill,MN,,5341 Landfill Road,Virginia,St. Louis,55792,47.527434,-92.485227,No,Public,"St. Louis County, MN",,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,Unknown
1011916,823,Steele County SLF,MN,,9420 SE 64th Avenue,Blooming Prairie,Steele,55917,43.952,-93.1058,No,Public,"Steele County, MN","Steele County, MN",1974,2031,Open,,,,,"1,880,945","1,406,159",2022,"35,531",2022,No,Not used,No,,No,,,,No,,,,,,Yes
,1950,Washington County Landfill,MN,,Lake Jane Road & Jamaca Avenue,Lake Elmo,Washington,55042,45.0075,-92.9212,No,Public,Minnesota Pollution Control Agency,,1969,1975,Closed,25,25,80,80,"1,540,000","1,540,000",1975,,,Unknown,Not used,No,,Yes,0.109,2019,33,Yes,,0.109,2019,,,Unknown
,2227,Waste Disposal Engineering (WDE) SLF,MN,,14435 NW Crosstown Boulevard,Andover,Anoka,55304,45.228,-93.312,No,Public,Minnesota Pollution Control Agency,Minnesota Pollution Control Agency,1962,1983,Closed,70,70,50,50,"2,400,000","2,400,000",,,,Unknown,Not used,No,,Yes,0.19,2010,46,Yes,,0.19,2018,54,,Unknown
1005666,824,WLSSD SLF,MN,,4857 Ridgeview Road,Duluth,St. Louis,55811,46.854,-92.16,No,Public,Minnesota Pollution Control Agency,Western Lake Superior Sanitary District,1965,2001,Closed,150,85,,,"2,702,889","2,702,870",2001,"73,051",2001,Unknown,Not used,No,0.642,Yes,0.357,2016,50.7,Yes,,0.357,2016,79,1000,No
1005545,807,Woodlake SLF,MN,,4000 Hamel Road,Medina,Hennepin,55340,45.0422,-93.6249,No,Public,Minnesota Pollution Control Agency,Minnesota Pollution Control Agency,1960,1993,Closed,68,67.2,,,,"2,100,000",,"168,630",,Unknown,Not used,No,0.588,Yes,0.503,2012,49.9,Yes,,0.503,2012,50,1000,Yes
,853,3M Company Nevada Missouri Plant SLF,MO,,,,Vernon,,37.8311,-94.3342,No,Private,3M Company,3M Company,1978,1993,Closed,,,,,,"98,520",,"4,691",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,854,A & M SLF,MO,George Ryberg's Sanitary Landfill,339th Street,Creighton,Cass,,38.4987,-94.1011,No,Private,Landfill Owner of A & M SLF,"A & M Quarries, Inc.",1985,1991,Closed,,,,,,"56,987",,"6,730",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,855,Atchison County SLF,MO,,Highway 136,Rock Port,Atchison,,40.4246,-95.4556,No,Public,Atchison County Court,Atchison County Court,1976,1993,Closed,,,,,,"60,944",,950,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,918,Ava Missouri SLF,MO,,Highway 14,Ava,Douglas,,36.9832,-92.6174,No,Public,"City of Ava, MO","City of Ava, MO",1975,1993,Closed,,,,,,,,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1003412,843,Backridge Landfill,MO,,26265 State Highway B,La Grange,Lewis,63448,40.016,-91.523,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1990,2032,Open,34,29.2,,76,"3,642,956","2,622,897",2022,"69,077",2022,No,Not used,No,1.55,Yes,0.895,2022,52.3,Yes,1,0.895,2022,42,1350,No
,911,Bernie SLF,MO,,,,Stoddard,,36.7079,-90.0211,No,Unknown,,,1974,1992,Closed,,,,,,,,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1005518,827,Black Oak Landfill,MO,Hartville SLF; Black Oak Recycling & Disposal SLF,5054 Highway HH,Hartville,Wright,65667,37.2398,-92.4585,No,Private,GFL Environmental USA Inc.,,1989,2031,Open,82,61.6,125,80,,"7,972,725",2022,"332,522",2022,No,Not used,No,2.223,Yes,1.298,2022,51.2,Yes,1,0.04,2022,75,3000,No
,856,Boonville SLF,MO,,,Boonville,Cooper,,38.977,-92.7158,No,Public,"City of Boonville, MO","City of Boonville, MO",1974,1993,Closed,,,,,,"324,335",,"3,891",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1007026,851,Bridgeton Landfill,MO,Westlake Landfill,13570 St. Charles Rock Road,Bridgeton,St. Louis,63044,38.765,-90.445,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1980,2004,Closed,52,52,300,,"9,351,601","9,351,590",2004,"374,064",2004,No,Not used,No,1.572,Yes,1.374,2022,29.3,Yes,3,1.374,2022,226,14000,No
,912,Brown SLF,MO,,,,Macon,,,,No,Unknown,Brown SLF,Brown SLF,1982,1994,Closed,,,,,,,,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1004355,828,Butler County Landfill,MO,Butler County Landfill Authority; Poplar Bluff LF,6038 Highway T,Poplar Bluff,Butler,63901,36.88588,-90.3113,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1980,2010,Closed,69,44.2,,69,"2,346,624","2,346,621",2010,"9,363",2010,No,Not used,No,0.911,Shutdown,0.174,2021,47.3,Yes,1,0.174,2021,39,1000,Yes
,857,Cape Girardeau SLF,MO,,,,Cape Girardeau,,37.3513,-89.489,No,Public,City of Cape Girardeau,City of Cape Girardeau,1976,1993,Closed,,,,,,"93,704",,"4,365",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1003514,829,Central Missouri SLF,MO,Sedalia Landfill,"24461 Oak Grove Lane
21469 Highway 50 West",Sedalia,Pettis,65301,38.7253,-93.287,No,Private,GFL Environmental USA Inc.,,1972,2043,Open,83,51.4,150,60,"11,737,469","7,936,440",2022,"564,634",2022,No,Not used,No,2.125,Yes,1.92,2022,45.1,Yes,,1.92,2022,69,1600,No
,858,Centralia SLF,MO,,,,Boone,,39.2171,-92.1183,No,Public,City of Centralia,City of Centralia,1974,1994,Closed,,,,,,"135,643",,"1,237",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,906,Centropolis SLF,MO,,,,Jackson,,39.0681,-94.4948,No,Private,Callaway Mining Company,Hamilton Hauling,1979,1989,Closed,,,,,,"141,570",,"12,870",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1008252,832,Champ Landfill,MO,North SLF; Fred Weber SLF; IESI Champ Landfill,2305 Creve Coeur Mill Road,Maryland Heights,St. Louis,63043,38.743,-90.46,No,Private,Waste Connections Inc. - Central Region,,1974,2086,Open,,110.5,200,,"94,181,437","26,234,609",2022,"833,137",2022,No,Not used,No,11.784,Yes,8.631,2022,49.1,Yes,3,4.533,2022,225,6000,No
,874,City of Maryville Sanitary Landfill,MO,,North Main Street,Maryville,Nodaway,64468,40.37,-94.8755,No,Public,City of Maryville Sanitary Landfill,"City of Maryville, MO",1974,2002,Closed,32,,,,,"595,867",2000,"1,127",2000,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,21147,City of Washington Sanitary Landfill,MO,Struckhoff Landfill,925 Struckhoff Lane,Washington,Franklin,63090,38.587159,-91.057179,No,Public,"City of Washington, MO",,1997,2027,Open,35,25,,,,"761,000",2022,"32,268",2017,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,Unknown
,913,Clinton SLF,MO,,,,Henry,,,,No,Unknown,,,1978,,Closed,,,,,,,,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1003969,830,Columbia SLF,MO,City of Columbia SLF,5700 Peabody Road,Columbia,Boone,65202,39.0144,-92.2541,No,Public,"City of Columbia, MO","City of Columbia, MO",1986,2029,Open,107,91,120,100,"6,780,075","5,479,431",2022,"185,196",2022,Yes,Several times per year,Yes,2.04,Yes,1.023,2022,48.5,Yes,1,0,2022,65,2000,No
1007631,2290,"Courtney Ridge Landfill, LLC",MO,Courtney Ridge RDF,2001 N. Courtney Road,Sugar Creek,Jackson,64050,39.141087,-94.388472,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1996,2042,Open,134,94.4,,129,"22,795,808","11,313,840",2022,"483,750",2022,No,Not used,No,5.475,Yes,2.906,2022,50.1,Yes,2,1.289,2022,97,4000,No
,860,Crawford County SLF,MO,,,,Crawford,,,,No,Private,"Crawford County, MO",Swinger Sanitation,1976,1992,Closed,,,,,,"107,440",,"5,151",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,905,Doniphan Municipal SLF,MO,,,,Ripley,,,,No,Unknown,,,1975,1988,Closed,,,,,,"22,708",,"1,622",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,904,Double D SLF,MO,,,,Carroll,,,,No,Unknown,,,,1990,Closed,,,,,,,,"15,252",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1005795,890,Eagle Ridge Sanitary Landfill,MO,"Sutton & Sons SLF, Cardinal Waste","13100 Hwy VV
2.5 miles east of Hwy 61 off of exit UU",Bowling Green,Pike,63334,39.4214,-91.2182,No,Private,Meridian Waste,,1972,2079,Open,229.2,56,100,50,"20,093,438","2,947,535",2022,"209,452",2022,No,Not used,No,,Yes,1.737,2022,31,Yes,,1.737,2022,51,500,No
,861,Edward Mehl SLF,MO,,,,Camden,,,,No,Private,Niangua Excavating,Niangua Excavating,1979,1991,Closed,,,,,,"88,725",,"6,825",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,831,Ellis-Scott Landfill,MO,,61 NW 850,Clinton,Henry,64735,38.4825,-93.7645,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1992,,Closed,38,,,,,"455,000",2001,"112,395",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,914,Everett Quarries SLF,MO,,,,Clinton,,,,No,Unknown,,,1975,,Closed,,,,,,,,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,862,Farmer's Stone Product Company SLF,MO,,,Mooresville,Livingston,64664,39.7419,-93.7162,No,Private,,,1975,1998,Closed,35,,,,,"430,122",,"52,556",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1004604,909,Fort Leonard Wood SLF,MO,U.S. Army IMCOM and Fort Leonard Wood,,Fort Leonard Wood,Pulaski,65473,37.725944,-92.125385,No,Public,United States Army,Mideast Services,1960,1994,Closed,,83.4,,,"840,105","840,105",1994,"24,806",1994,No,Not used,No,0.125,No,,,,No,,,,,,No
,859,Fredericktown City SLF,MO,,,,Madison,,,,No,Public,City of Fredricktown,City of Fredricktown,1976,1994,Closed,,,,,,"75,863",,"1,288",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,863,Fulton SLF,MO,,6797 County Road 305,Fulton,Callaway,65251,38.8159,-92.0141,No,Public,"City of Fulton, MO","City of Fulton, MO",1978,2011,Closed,40,28,,80,"434,785","330,514",2007,"21,076",2007,Unknown,Not used,No,,Yes,0.13,,40,Yes,1,,,10,,Unknown
,915,"Galloway Enterprises, Incorporated SLF",MO,,,,Harrison,,,,No,Unknown,"Galloway Enterprises, Incorporated SLF","Galloway Enterprises, Incorporated SLF",1977,,Closed,,,,,,,,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,864,Gasconade-Morrison SLF,MO,,,,Gasconade,,,,No,Public,"City of Morrison, MO",City of Gasconade,1976,1993,Closed,,,,,,"2,610",,90,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,865,Generally Hauling SLF,MO,,,,Franklin,,,,No,Unknown,,,1979,1993,Closed,,,,,,"257,014",,"8,410",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,866,Hannibal SLF,MO,,Kiowa Drive,,Ralls,,39.661202,-91.506565,No,Public,City of Hannibal,"C&S Companies, Inc.",1975,1993,Closed,,25,,,,"406,709",,"14,250",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,867,Henderson Sanitary Landfill,MO,,,Galt,Grundy,64641,40.1466,-93.3872,No,Private,Henderson Sanitary Landfill,Henderson Sanitary Landfill,1979,1992,Closed,23,,,,,"393,394",,"6,959",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,868,Henry County SLF,MO,,,,Henry,,,,No,Private,Childers Construction Company,Childers Construction Company,1981,1994,Closed,,,,,,"132,017",,581,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,869,Hermann SLF,MO,,,,Gasconade,,,,No,Public,City of Hermann,City of Hermann,1975,1993,Closed,,,,,,"37,482",,"1,599",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,917,Hunter SLF,MO,Gilbert's Excavating Company SLF,,,Franklin,,,,No,Unknown,,,1980,,Closed,,,,,,,,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1002141,12208,IESI Timber Ridge Landfill,MO,WACO,12581 State Highway H,Richwoods,Washington,63071,38.172,-90.77,No,Private,Waste Connections Inc. - Central Region,,2003,2060,Open,271,38,,,"11,979,941","3,841,436",2022,"207,451",2022,Yes,Occasionally but not every year,No,2.341,Yes,1.169,2022,50.4,Yes,1,1.169,2022,38,1300,No
,870,Jackson County Landfill,MO,,Mica Lane,Jackson,Cape Girardeau,63755,37.3695,-89.7363,No,Public,"City of Jackson, MO","Republic Services, Inc.",1978,1994,Closed,,,,,,"231,826",,"2,809",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1003624,835,Jefferson City Sanitary Landfill,MO,Jefferson City Landfill Authority,5605 Moreau River Access Road,Jefferson City,Cole,65101,38.5435,-92.1,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1979,2030,Open,77,71.8,,84,"7,444,124","6,077,303",2022,"150,421",2022,No,Not used,No,2.715,Yes,2.116,2022,53.6,Yes,1,0.505,2022,116,2000,No
,833,Johnson County Landfill,MO,Autoshred Incorporated Landfill,230 SE 421,Warrensburg,Johnson,64093,38.726056,-93.667204,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1978,1994,Closed,32,,,,,"5,965,432",,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
